Transaction_ID,Date,customer_type,sku,product_name,category,quantity,unit_price,line_total,tx_total
12,2024-01-01 17:12:33,Bulk,20,Cowboy Boots,Western_Apparel,1,89.99,89.99,277.37
12,2024-01-01 17:12:33,Bulk,25,Riding Spurs,Rodeo_Gear,1,22.99,22.99,277.37
12,2024-01-01 17:12:33,Bulk,4,Trail Beef Jerky,Cowboy_Food,2,5.99,11.98,277.37
12,2024-01-01 17:12:33,Bulk,18,Branding Iron,Ranch_Supplies,1,24.99,24.99,277.37
12,2024-01-01 17:12:33,Bulk,3,Smoky BBQ Sauce,Cowboy_Food,2,4.49,8.98,277.37
12,2024-01-01 17:12:33,Bulk,28,Leather Saddlebag,Leather_Goods,1,59.99,59.99,277.37
12,2024-01-01 17:12:33,Bulk,29,Leather Wallet,Leather_Goods,1,24.99,24.99,277.37
12,2024-01-01 17:12:33,Bulk,23,Leather Belt,Western_Apparel,1,19.99,19.99,277.37
13,2024-01-01 14:50:30,Bulk,3,Smoky BBQ Sauce,Cowboy_Food,4,4.49,17.96,225.85
13,2024-01-01 14:50:30,Bulk,18,Branding Iron,Ranch_Supplies,2,24.99,49.98,225.85
13,2024-01-01 14:50:30,Bulk,4,Trail Beef Jerky,Cowboy_Food,1,5.99,5.99,225.85
13,2024-01-01 14:50:30,Bulk,16,Hay Bale Twine,Ranch_Supplies,2,5.99,11.98,225.85
13,2024-01-01 14:50:30,Bulk,13,Saddle Oil,Ranch_Supplies,1,9.99,9.99,225.85
13,2024-01-01 14:50:30,Bulk,15,Fence Wire (50ft),Ranch_Supplies,1,12.99,12.99,225.85
13,2024-01-01 14:50:30,Bulk,22,Flannel Shirt,Western_Apparel,1,29.99,29.99,225.85
13,2024-01-01 14:50:30,Bulk,23,Leather Belt,Western_Apparel,1,19.99,19.99,225.85
13,2024-01-01 14:50:30,Bulk,14,Work Gloves,Ranch_Supplies,1,6.99,6.99,225.85
13,2024-01-01 14:50:30,Bulk,28,Leather Saddlebag,Leather_Goods,1,59.99,59.99,225.85
14,2024-01-01 11:53:47,Regular,9,Dried Apple Slices,Cowboy_Food,1,4.99,4.99,116.93
14,2024-01-01 11:53:47,Regular,4,Trail Beef Jerky,Cowboy_Food,2,5.99,11.98,116.93
14,2024-01-01 11:53:47,Regular,28,Leather Saddlebag,Leather_Goods,1,59.99,59.99,116.93
14,2024-01-01 11:53:47,Regular,12,Horse Feed Sack,Ranch_Supplies,1,19.99,19.99,116.93
14,2024-01-01 11:53:47,Regular,11,Lasso Rope,Ranch_Supplies,1,14.99,14.99,116.93
14,2024-01-01 11:53:47,Regular,21,Red Bandana,Western_Apparel,1,4.99,4.99,116.93
15,2024-01-01 15:42:59,Regular,29,Leather Wallet,Leather_Goods,1,24.99,24.99,91.95
15,2024-01-01 15:42:59,Regular,3,Smoky BBQ Sauce,Cowboy_Food,2,4.49,8.98,91.95
15,2024-01-01 15:42:59,Regular,25,Riding Spurs,Rodeo_Gear,1,22.99,22.99,91.95
15,2024-01-01 15:42:59,Regular,19,Cowboy Hat,Western_Apparel,1,34.99,34.99,91.95
16,2024-01-01 10:26:39,Regular,8,Hardtack Biscuits,Cowboy_Food,1,2.49,2.49,120.94
16,2024-01-01 10:26:39,Regular,28,Leather Saddlebag,Leather_Goods,1,59.99,59.99,120.94
16,2024-01-01 10:26:39,Regular,23,Leather Belt,Western_Apparel,1,19.99,19.99,120.94
16,2024-01-01 10:26:39,Regular,3,Smoky BBQ Sauce,Cowboy_Food,1,4.49,4.49,120.94
16,2024-01-01 10:26:39,Regular,30,Leather Journal,Leather_Goods,1,14.99,14.99,120.94
16,2024-01-01 10:26:39,Regular,26,Rodeo Rope,Rodeo_Gear,1,18.99,18.99,120.94
17,2024-01-01 17:14:24,Regular,19,Cowboy Hat,Western_Apparel,1,34.99,34.99,46.97
17,2024-01-01 17:14:24,Regular,3,Smoky BBQ Sauce,Cowboy_Food,1,4.49,4.49,46.97
17,2024-01-01 17:14:24,Regular,27,Bull Rope Rosin,Rodeo_Gear,1,7.49,7.49,46.97
18,2024-01-01 16:09:24,Regular,1,Chuckwagon Beans,Cowboy_Food,1,2.99,2.99,82.94
18,2024-01-01 16:09:24,Regular,2,Campfire Chili,Cowboy_Food,1,3.99,3.99,82.94
18,2024-01-01 16:09:24,Regular,18,Branding Iron,Ranch_Supplies,1,24.99,24.99,82.94
18,2024-01-01 16:09:24,Regular,23,Leather Belt,Western_Apparel,1,19.99,19.99,82.94
18,2024-01-01 16:09:24,Regular,6,Campfire Coffee,Cowboy_Food,1,7.99,7.99,82.94
18,2024-01-01 16:09:24,Regular,25,Riding Spurs,Rodeo_Gear,1,22.99,22.99,82.94
19,2024-01-01 16:50:25,Regular,5,Cornbread Mix,Cowboy_Food,1,3.49,3.49,79.95
19,2024-01-01 16:50:25,Regular,3,Smoky BBQ Sauce,Cowboy_Food,1,4.49,4.49,79.95
19,2024-01-01 16:50:25,Regular,14,Work Gloves,Ranch_Supplies,1,6.99,6.99,79.95
19,2024-01-01 16:50:25,Regular,22,Flannel Shirt,Western_Apparel,1,29.99,29.99,79.95
19,2024-01-01 16:50:25,Regular,19,Cowboy Hat,Western_Apparel,1,34.99,34.99,79.95
20,2024-01-01 13:23:48,Regular,7,Prairie Honey,Cowboy_Food,1,6.49,6.49,11.48
20,2024-01-01 13:23:48,Regular,21,Red Bandana,Western_Apparel,1,4.99,4.99,11.48
21,2024-01-01 18:27:19,Bulk,3,Smoky BBQ Sauce,Cowboy_Food,2,4.49,8.98,334.3
21,2024-01-01 18:27:19,Bulk,5,Cornbread Mix,Cowboy_Food,1,3.49,3.49,334.3
21,2024-01-01 18:27:19,Bulk,30,Leather Journal,Leather_Goods,1,14.99,14.99,334.3
21,2024-01-01 18:27:19,Bulk,13,Saddle Oil,Ranch_Supplies,2,9.99,19.98,334.3
21,2024-01-01 18:27:19,Bulk,23,Leather Belt,Western_Apparel,1,19.99,19.99,334.3
21,2024-01-01 18:27:19,Bulk,19,Cowboy Hat,Western_Apparel,2,34.99,69.98,334.3
21,2024-01-01 18:27:19,Bulk,16,Hay Bale Twine,Ranch_Supplies,1,5.99,5.99,334.3
21,2024-01-01 18:27:19,Bulk,4,Trail Beef Jerky,Cowboy_Food,3,5.99,17.97,334.3
21,2024-01-01 18:27:19,Bulk,29,Leather Wallet,Leather_Goods,2,24.99,49.98,334.3
21,2024-01-01 18:27:19,Bulk,8,Hardtack Biscuits,Cowboy_Food,1,2.49,2.49,334.3
21,2024-01-01 18:27:19,Bulk,17,Stock Tank Float,Ranch_Supplies,1,8.49,8.49,334.3
21,2024-01-01 18:27:19,Bulk,20,Cowboy Boots,Western_Apparel,1,89.99,89.99,334.3
21,2024-01-01 18:27:19,Bulk,14,Work Gloves,Ranch_Supplies,1,6.99,6.99,334.3
21,2024-01-01 18:27:19,Bulk,11,Lasso Rope,Ranch_Supplies,1,14.99,14.99,334.3
22,2024-01-01 17:41:10,Regular,17,Stock Tank Float,Ranch_Supplies,1,8.49,8.49,54.44
22,2024-01-01 17:41:10,Regular,9,Dried Apple Slices,Cowboy_Food,1,4.99,4.99,54.44
22,2024-01-01 17:41:10,Regular,1,Chuckwagon Beans,Cowboy_Food,1,2.99,2.99,54.44
22,2024-01-01 17:41:10,Regular,12,Horse Feed Sack,Ranch_Supplies,1,19.99,19.99,54.44
22,2024-01-01 17:41:10,Regular,13,Saddle Oil,Ranch_Supplies,1,9.99,9.99,54.44
22,2024-01-01 17:41:10,Regular,6,Campfire Coffee,Cowboy_Food,1,7.99,7.99,54.44
23,2024-01-01 16:57:20,Tourist,23,Leather Belt,Western_Apparel,1,19.99,19.99,80.96
23,2024-01-01 16:57:20,Tourist,16,Hay Bale Twine,Ranch_Supplies,1,5.99,5.99,80.96
23,2024-01-01 16:57:20,Tourist,12,Horse Feed Sack,Ranch_Supplies,1,19.99,19.99,80.96
23,2024-01-01 16:57:20,Tourist,19,Cowboy Hat,Western_Apparel,1,34.99,34.99,80.96
24,2024-01-01 11:37:01,Bulk,15,Fence Wire (50ft),Ranch_Supplies,1,12.99,12.99,257.8
24,2024-01-01 11:37:01,Bulk,23,Leather Belt,Western_Apparel,1,19.99,19.99,257.8
24,2024-01-01 11:37:01,Bulk,9,Dried Apple Slices,Cowboy_Food,3,4.99,14.97,257.8
24,2024-01-01 11:37:01,Bulk,25,Riding Spurs,Rodeo_Gear,3,22.99,68.97,257.8
24,2024-01-01 11:37:01,Bulk,14,Work Gloves,Ranch_Supplies,1,6.99,6.99,257.8
24,2024-01-01 11:37:01,Bulk,3,Smoky BBQ Sauce,Cowboy_Food,1,4.49,4.49,257.8
24,2024-01-01 11:37:01,Bulk,2,Campfire Chili,Cowboy_Food,2,3.99,7.98,257.8
24,2024-01-01 11:37:01,Bulk,8,Hardtack Biscuits,Cowboy_Food,1,2.49,2.49,257.8
24,2024-01-01 11:37:01,Bulk,4,Trail Beef Jerky,Cowboy_Food,2,5.99,11.98,257.8
24,2024-01-01 11:37:01,Bulk,22,Flannel Shirt,Western_Apparel,1,29.99,29.99,257.8
24,2024-01-01 11:37:01,Bulk,1,Chuckwagon Beans,Cowboy_Food,1,2.99,2.99,257.8
24,2024-01-01 11:37:01,Bulk,24,Denim Vest,Western_Apparel,1,39.99,39.99,257.8
24,2024-01-01 11:37:01,Bulk,10,Smoked Sausage Links,Cowboy_Food,1,8.99,8.99,257.8
24,2024-01-01 11:37:01,Bulk,18,Branding Iron,Ranch_Supplies,1,24.99,24.99,257.8
25,2024-01-01 15:03:06,Regular,20,Cowboy Boots,Western_Apparel,1,89.99,89.99,144.96
25,2024-01-01 15:03:06,Regular,21,Red Bandana,Western_Apparel,1,4.99,4.99,144.96
25,2024-01-01 15:03:06,Regular,11,Lasso Rope,Ranch_Supplies,1,14.99,14.99,144.96
25,2024-01-01 15:03:06,Regular,19,Cowboy Hat,Western_Apparel,1,34.99,34.99,144.96
26,2024-01-01 10:11:05,Bulk,13,Saddle Oil,Ranch_Supplies,2,9.99,19.98,105.91
26,2024-01-01 10:11:05,Bulk,11,Lasso Rope,Ranch_Supplies,1,14.99,14.99,105.91
26,2024-01-01 10:11:05,Bulk,2,Campfire Chili,Cowboy_Food,1,3.99,3.99,105.91
26,2024-01-01 10:11:05,Bulk,22,Flannel Shirt,Western_Apparel,1,29.99,29.99,105.91
26,2024-01-01 10:11:05,Bulk,12,Horse Feed Sack,Ranch_Supplies,1,19.99,19.99,105.91
26,2024-01-01 10:11:05,Bulk,4,Trail Beef Jerky,Cowboy_Food,1,5.99,5.99,105.91
26,2024-01-01 10:11:05,Bulk,5,Cornbread Mix,Cowboy_Food,1,3.49,3.49,105.91
26,2024-01-01 10:11:05,Bulk,27,Bull Rope Rosin,Rodeo_Gear,1,7.49,7.49,105.91
27,2024-01-01 11:17:46,Regular,6,Campfire Coffee,Cowboy_Food,1,7.99,7.99,190.95
27,2024-01-01 11:17:46,Regular,25,Riding Spurs,Rodeo_Gear,1,22.99,22.99,190.95
27,2024-01-01 11:17:46,Regular,19,Cowboy Hat,Western_Apparel,2,34.99,69.98,190.95
27,2024-01-01 11:17:46,Regular,20,Cowboy Boots,Western_Apparel,1,89.99,89.99,190.95
28,2024-01-01 16:26:43,Tourist,25,Riding Spurs,Rodeo_Gear,1,22.99,22.99,59.97
28,2024-01-01 16:26:43,Tourist,14,Work Gloves,Ranch_Supplies,1,6.99,6.99,59.97
28,2024-01-01 16:26:43,Tourist,22,Flannel Shirt,Western_Apparel,1,29.99,29.99,59.97
29,2024-01-01 16:46:41,Regular,5,Cornbread Mix,Cowboy_Food,1,3.49,3.49,205.88
29,2024-01-01 16:46:41,Regular,1,Chuckwagon Beans,Cowboy_Food,2,2.99,5.98,205.88
29,2024-01-01 16:46:41,Regular,28,Leather Saddlebag,Leather_Goods,1,59.99,59.99,205.88
29,2024-01-01 16:46:41,Regular,13,Saddle Oil,Ranch_Supplies,1,9.99,9.99,205.88
29,2024-01-01 16:46:41,Regular,9,Dried Apple Slices,Cowboy_Food,1,4.99,4.99,205.88
29,2024-01-01 16:46:41,Regular,18,Branding Iron,Ranch_Supplies,1,24.99,24.99,205.88
29,2024-01-01 16:46:41,Regular,7,Prairie Honey,Cowboy_Food,1,6.49,6.49,205.88
29,2024-01-01 16:46:41,Regular,21,Red Bandana,Western_Apparel,1,4.99,4.99,205.88
29,2024-01-01 16:46:41,Regular,19,Cowboy Hat,Western_Apparel,2,34.99,69.98,205.88
29,2024-01-01 16:46:41,Regular,30,Leather Journal,Leather_Goods,1,14.99,14.99,205.88
30,2024-01-01 18:24:27,Casual,16,Hay Bale Twine,Ranch_Supplies,1,5.99,5.99,127.42
30,2024-01-01 18:24:27,Casual,19,Cowboy Hat,Western_Apparel,1,34.99,34.99,127.42
30,2024-01-01 18:24:27,Casual,29,Leather Wallet,Leather_Goods,1,24.99,24.99,127.42
30,2024-01-01 18:24:27,Casual,30,Leather Journal,Leather_Goods,1,14.99,14.99,127.42
30,2024-01-01 18:24:27,Casual,8,Hardtack Biscuits,Cowboy_Food,1,2.49,2.49,127.42
30,2024-01-01 18:24:27,Casual,21,Red Bandana,Western_Apparel,1,4.99,4.99,127.42
30,2024-01-01 18:24:27,Casual,22,Flannel Shirt,Western_Apparel,1,29.99,29.99,127.42
30,2024-01-01 18:24:27,Casual,10,Smoked Sausage Links,Cowboy_Food,1,8.99,8.99,127.42
31,2024-01-01 12:54:43,Regular,30,Leather Journal,Leather_Goods,1,14.99,14.99,54.46
31,2024-01-01 12:54:43,Regular,11,Lasso Rope,Ranch_Supplies,1,14.99,14.99,54.46
31,2024-01-01 12:54:43,Regular,23,Leather Belt,Western_Apparel,1,19.99,19.99,54.46
31,2024-01-01 12:54:43,Regular,3,Smoky BBQ Sauce,Cowboy_Food,1,4.49,4.49,54.46
32,2024-01-01 13:42:09,Regular,10,Smoked Sausage Links,Cowboy_Food,1,8.99,8.99,17.47
32,2024-01-01 13:42:09,Regular,2,Campfire Chili,Cowboy_Food,1,3.99,3.99,17.47
32,2024-01-01 13:42:09,Regular,3,Smoky BBQ Sauce,Cowboy_Food,1,4.49,4.49,17.47
33,2024-01-01 15:05:54,Regular,6,Campfire Coffee,Cowboy_Food,1,7.99,7.99,75.95
33,2024-01-01 15:05:54,Regular,19,Cowboy Hat,Western_Apparel,1,34.99,34.99,75.95
33,2024-01-01 15:05:54,Regular,25,Riding Spurs,Rodeo_Gear,1,22.99,22.99,75.95
33,2024-01-01 15:05:54,Regular,1,Chuckwagon Beans,Cowboy_Food,1,2.99,2.99,75.95
33,2024-01-01 15:05:54,Regular,14,Work Gloves,Ranch_Supplies,1,6.99,6.99,75.95
34,2024-01-01 11:34:30,Tourist,25,Riding Spurs,Rodeo_Gear,2,22.99,45.98,57.46
34,2024-01-01 11:34:30,Tourist,10,Smoked Sausage Links,Cowboy_Food,1,8.99,8.99,57.46
34,2024-01-01 11:34:30,Tourist,8,Hardtack Biscuits,Cowboy_Food,1,2.49,2.49,57.46
35,2024-01-01 11:05:56,Bulk,3,Smoky BBQ Sauce,Cowboy_Food,1,4.49,4.49,18.47
35,2024-01-01 11:05:56,Bulk,10,Smoked Sausage Links,Cowboy_Food,1,8.99,8.99,18.47
35,2024-01-01 11:05:56,Bulk,21,Red Bandana,Western_Apparel,1,4.99,4.99,18.47
36,2024-01-01 15:08:09,Regular,11,Lasso Rope,Ranch_Supplies,1,14.99,14.99,104.43
36,2024-01-01 15:08:09,Regular,28,Leather Saddlebag,Leather_Goods,1,59.99,59.99,104.43
36,2024-01-01 15:08:09,Regular,14,Work Gloves,Ranch_Supplies,1,6.99,6.99,104.43
36,2024-01-01 15:08:09,Regular,4,Trail Beef Jerky,Cowboy_Food,1,5.99,5.99,104.43
36,2024-01-01 15:08:09,Regular,10,Smoked Sausage Links,Cowboy_Food,1,8.99,8.99,104.43
36,2024-01-01 15:08:09,Regular,2,Campfire Chili,Cowboy_Food,1,3.99,3.99,104.43
36,2024-01-01 15:08:09,Regular,5,Cornbread Mix,Cowboy_Food,1,3.49,3.49,104.43
37,2024-01-01 11:52:29,Regular,27,Bull Rope Rosin,Rodeo_Gear,2,7.49,14.98,79.43
37,2024-01-01 11:52:29,Regular,6,Campfire Coffee,Cowboy_Food,1,7.99,7.99,79.43
37,2024-01-01 11:52:29,Regular,9,Dried Apple Slices,Cowboy_Food,1,4.99,4.99,79.43
37,2024-01-01 11:52:29,Regular,15,Fence Wire (50ft),Ranch_Supplies,1,12.99,12.99,79.43
37,2024-01-01 11:52:29,Regular,22,Flannel Shirt,Western_Apparel,1,29.99,29.99,79.43
37,2024-01-01 11:52:29,Regular,17,Stock Tank Float,Ranch_Supplies,1,8.49,8.49,79.43
38,2024-01-01 16:21:41,Regular,26,Rodeo Rope,Rodeo_Gear,1,18.99,18.99,27.47
38,2024-01-01 16:21:41,Regular,8,Hardtack Biscuits,Cowboy_Food,1,2.49,2.49,27.47
38,2024-01-01 16:21:41,Regular,16,Hay Bale Twine,Ranch_Supplies,1,5.99,5.99,27.47
39,2024-01-01 14:46:29,Bulk,29,Leather Wallet,Leather_Goods,1,24.99,24.99,189.85
39,2024-01-01 14:46:29,Bulk,3,Smoky BBQ Sauce,Cowboy_Food,2,4.49,8.98,189.85
39,2024-01-01 14:46:29,Bulk,1,Chuckwagon Beans,Cowboy_Food,1,2.99,2.99,189.85
39,2024-01-01 14:46:29,Bulk,6,Campfire Coffee,Cowboy_Food,1,7.99,7.99,189.85
39,2024-01-01 14:46:29,Bulk,2,Campfire Chili,Cowboy_Food,3,3.99,11.97,189.85
39,2024-01-01 14:46:29,Bulk,13,Saddle Oil,Ranch_Supplies,1,9.99,9.99,189.85
39,2024-01-01 14:46:29,Bulk,14,Work Gloves,Ranch_Supplies,1,6.99,6.99,189.85
39,2024-01-01 14:46:29,Bulk,9,Dried Apple Slices,Cowboy_Food,1,4.99,4.99,189.85
39,2024-01-01 14:46:29,Bulk,11,Lasso Rope,Ranch_Supplies,1,14.99,14.99,189.85
39,2024-01-01 14:46:29,Bulk,20,Cowboy Boots,Western_Apparel,1,89.99,89.99,189.85
39,2024-01-01 14:46:29,Bulk,5,Cornbread Mix,Cowboy_Food,1,3.49,3.49,189.85
39,2024-01-01 14:46:29,Bulk,8,Hardtack Biscuits,Cowboy_Food,1,2.49,2.49,189.85
40,2024-01-01 17:16:26,Regular,3,Smoky BBQ Sauce,Cowboy_Food,1,4.49,4.49,4.49
41,2024-01-01 16:31:09,Regular,12,Horse Feed Sack,Ranch_Supplies,1,19.99,19.99,62.97
41,2024-01-01 16:31:09,Regular,23,Leather Belt,Western_Apparel,1,19.99,19.99,62.97
41,2024-01-01 16:31:09,Regular,25,Riding Spurs,Rodeo_Gear,1,22.99,22.99,62.97
42,2024-01-01 12:43:22,Casual,20,Cowboy Boots,Western_Apparel,1,89.99,89.99,97.98
42,2024-01-01 12:43:22,Casual,6,Campfire Coffee,Cowboy_Food,1,7.99,7.99,97.98
43,2024-01-01 17:16:14,Casual,13,Saddle Oil,Ranch_Supplies,1,9.99,9.99,9.99
44,2024-01-01 17:06:18,Regular,28,Leather Saddlebag,Leather_Goods,1,59.99,59.99,62.98
44,2024-01-01 17:06:18,Regular,1,Chuckwagon Beans,Cowboy_Food,1,2.99,2.99,62.98
45,2024-01-01 14:02:41,Bulk,6,Campfire Coffee,Cowboy_Food,1,7.99,7.99,112.42
45,2024-01-01 14:02:41,Bulk,16,Hay Bale Twine,Ranch_Supplies,1,5.99,5.99,112.42
45,2024-01-01 14:02:41,Bulk,17,Stock Tank Float,Ranch_Supplies,1,8.49,8.49,112.42
45,2024-01-01 14:02:41,Bulk,25,Riding Spurs,Rodeo_Gear,2,22.99,45.98,112.42
45,2024-01-01 14:02:41,Bulk,1,Chuckwagon Beans,Cowboy_Food,1,2.99,2.99,112.42
45,2024-01-01 14:02:41,Bulk,19,Cowboy Hat,Western_Apparel,1,34.99,34.99,112.42
45,2024-01-01 14:02:41,Bulk,4,Trail Beef Jerky,Cowboy_Food,1,5.99,5.99,112.42
46,2024-01-01 12:27:37,Regular,30,Leather Journal,Leather_Goods,1,14.99,14.99,68.96
46,2024-01-01 12:27:37,Regular,10,Smoked Sausage Links,Cowboy_Food,1,8.99,8.99,68.96
46,2024-01-01 12:27:37,Regular,24,Denim Vest,Western_Apparel,1,39.99,39.99,68.96
46,2024-01-01 12:27:37,Regular,9,Dried Apple Slices,Cowboy_Food,1,4.99,4.99,68.96
47,2024-01-01 16:26:36,Bulk,9,Dried Apple Slices,Cowboy_Food,1,4.99,4.99,69.91
47,2024-01-01 16:26:36,Bulk,2,Campfire Chili,Cowboy_Food,1,3.99,3.99,69.91
47,2024-01-01 16:26:36,Bulk,1,Chuckwagon Beans,Cowboy_Food,2,2.99,5.98,69.91
47,2024-01-01 16:26:36,Bulk,10,Smoked Sausage Links,Cowboy_Food,1,8.99,8.99,69.91
47,2024-01-01 16:26:36,Bulk,4,Trail Beef Jerky,Cowboy_Food,1,5.99,5.99,69.91
47,2024-01-01 16:26:36,Bulk,21,Red Bandana,Western_Apparel,2,4.99,9.98,69.91
47,2024-01-01 16:26:36,Bulk,22,Flannel Shirt,Western_Apparel,1,29.99,29.99,69.91
48,2024-01-01 11:10:21,Regular,30,Leather Journal,Leather_Goods,2,14.99,29.98,48.94
48,2024-01-01 11:10:21,Regular,1,Chuckwagon Beans,Cowboy_Food,2,2.99,5.98,48.94
48,2024-01-01 11:10:21,Regular,17,Stock Tank Float,Ranch_Supplies,1,8.49,8.49,48.94
48,2024-01-01 11:10:21,Regular,3,Smoky BBQ Sauce,Cowboy_Food,1,4.49,4.49,48.94
49,2024-01-01 11:39:57,Bulk,17,Stock Tank Float,Ranch_Supplies,1,8.49,8.49,182.91
49,2024-01-01 11:39:57,Bulk,6,Campfire Coffee,Cowboy_Food,1,7.99,7.99,182.91
49,2024-01-01 11:39:57,Bulk,26,Rodeo Rope,Rodeo_Gear,1,18.99,18.99,182.91
