transaction_id,customer_id,timestamp,satisfaction,total_spent,item_id,item_name,quantity,price_per_unit,item_total
25,47,00:04:26,6,0.0,2,SKU_2,1,0.0,0.0
26,58,00:05:12,6,0.0,1,Placeholder,1,0.0,0.0
26,58,00:05:12,6,0.0,2,SKU_2,1,0.0,0.0
27,59,00:05:18,6,0.0,1,Placeholder,1,0.0,0.0
27,59,00:05:18,6,0.0,2,SKU_2,1,0.0,0.0
28,57,00:05:18,6,0.0,1,Placeholder,1,0.0,0.0
28,57,00:05:18,6,0.0,2,SKU_2,1,0.0,0.0
29,61,00:05:31,6,0.0,1,Placeholder,1,0.0,0.0
29,61,00:05:31,6,0.0,2,SKU_2,1,0.0,0.0
30,62,00:05:36,6,0.0,1,Placeholder,1,0.0,0.0
30,62,00:05:36,6,0.0,2,SKU_2,1,0.0,0.0
31,65,00:05:58,6,0.0,1,Placeholder,1,0.0,0.0
31,65,00:05:58,6,0.0,2,SKU_2,1,0.0,0.0
32,68,00:06:06,6,0.0,1,Placeholder,1,0.0,0.0
32,68,00:06:06,6,0.0,2,SKU_2,1,0.0,0.0
33,66,00:06:19,6,0.0,1,Placeholder,1,0.0,0.0
33,66,00:06:19,6,0.0,2,SKU_2,1,0.0,0.0
34,75,00:07:16,6,0.0,1,Placeholder,1,0.0,0.0
34,75,00:07:16,6,0.0,2,SKU_2,1,0.0,0.0
35,77,00:07:33,6,0.0,1,Placeholder,1,0.0,0.0
35,77,00:07:33,6,0.0,2,SKU_2,1,0.0,0.0
36,79,00:07:34,6,0.0,1,Placeholder,1,0.0,0.0
36,79,00:07:34,6,0.0,2,SKU_2,1,0.0,0.0
37,76,00:07:40,6,0.0,1,Placeholder,1,0.0,0.0
37,76,00:07:40,6,0.0,2,SKU_2,1,0.0,0.0
38,78,00:07:41,6,0.0,1,Placeholder,1,0.0,0.0
38,78,00:07:41,6,0.0,2,SKU_2,1,0.0,0.0
39,81,00:07:51,6,0.0,1,Placeholder,1,0.0,0.0
39,81,00:07:51,6,0.0,2,SKU_2,1,0.0,0.0
40,72,00:08:24,6,0.0,1,Placeholder,1,0.0,0.0
40,72,00:08:24,6,0.0,2,SKU_2,1,0.0,0.0
41,92,00:08:31,6,0.0,1,Placeholder,1,0.0,0.0
41,92,00:08:31,6,0.0,2,SKU_2,1,0.0,0.0
42,94,00:08:35,6,0.0,1,Placeholder,1,0.0,0.0
42,94,00:08:35,6,0.0,2,SKU_2,1,0.0,0.0
43,91,00:08:36,6,0.0,1,Placeholder,1,0.0,0.0
43,91,00:08:36,6,0.0,2,SKU_2,1,0.0,0.0
44,103,00:09:22,6,0.0,1,Placeholder,1,0.0,0.0
44,103,00:09:22,6,0.0,2,SKU_2,1,0.0,0.0
