Transaction ID,id,Product Category,Quantity,Price per Unit,Total Amount,Satisfaction
172,172,Beauty,2,25,50,2.0
173,173,Electronics,4,30,120,5.0
174,174,Beauty,1,300,300,5.0
175,175,Electronics,4,25,100,5.0
176,176,Beauty,2,50,100,3.0
177,177,Beauty,2,50,100,3.0
178,178,Clothing,2,30,60,2.0
179,179,Electronics,1,300,300,5.0
18,18,Electronics,2,25,50,3.0
180,180,Clothing,3,300,900,2.0
181,181,Electronics,4,300,1200,3.0
182,182,Beauty,4,30,120,5.0
183,183,Beauty,3,300,900,2.0
184,184,Electronics,4,50,200,4.0
185,185,Clothing,1,25,25,5.0
186,186,Clothing,4,50,200,4.0
187,187,Clothing,2,50,100,4.0
188,188,Clothing,3,25,75,1.0
189,189,Beauty,1,50,50,5.0
19,19,Clothing,2,25,50,4.0
190,190,Beauty,3,30,90,2.0
191,191,Beauty,1,25,25,2.0
192,192,Beauty,2,50,100,2.0
193,193,Beauty,3,500,1500,4.0
194,194,Clothing,4,50,200,5.0
195,195,Clothing,1,30,30,1.0
196,196,Clothing,3,300,900,3.0
197,197,Clothing,4,50,200,1.0
198,198,Beauty,3,300,900,2.0
199,199,Beauty,3,500,1500,1.0
2,2,Clothing,2,500,1000,3.0
20,20,Clothing,3,300,900,5.0
200,200,Beauty,3,50,150,4.0
201,201,Electronics,1,25,25,2.0
202,202,Clothing,4,300,1200,1.0
203,203,Clothing,2,500,1000,1.0
204,204,Beauty,1,25,25,3.0
205,205,Clothing,1,25,25,2.0
206,206,Clothing,1,25,25,3.0
207,207,Beauty,2,25,50,2.0
208,208,Electronics,4,50,200,3.0
209,209,Electronics,4,50,200,1.0
21,21,Beauty,1,500,500,2.0
210,210,Electronics,4,50,200,4.0
211,211,Beauty,3,500,1500,3.0
212,212,Clothing,3,500,1500,2.0
213,213,Beauty,3,500,1500,5.0
214,214,Beauty,2,30,60,5.0
215,215,Clothing,3,500,1500,3.0
216,216,Electronics,2,50,100,1.0
217,217,Electronics,4,50,200,3.0
218,218,Beauty,3,30,90,4.0
219,219,Electronics,3,30,90,2.0
22,22,Clothing,2,50,100,1.0
220,220,Beauty,1,500,500,5.0
221,221,Beauty,2,300,600,2.0
222,222,Clothing,4,30,120,2.0
223,223,Clothing,1,25,25,3.0
224,224,Clothing,1,50,50,1.0
225,225,Beauty,4,25,100,2.0
226,226,Clothing,1,50,50,1.0
227,227,Electronics,2,50,100,4.0
228,228,Electronics,2,30,60,4.0
229,229,Beauty,3,30,90,1.0
23,23,Clothing,4,30,120,2.0
230,230,Beauty,1,25,25,3.0
231,231,Clothing,3,50,150,3.0
232,232,Beauty,1,25,25,3.0
233,233,Beauty,2,300,600,5.0
234,234,Electronics,2,25,50,4.0
235,235,Electronics,2,500,1000,4.0
236,236,Clothing,1,25,25,2.0
237,237,Beauty,2,500,1000,1.0
238,238,Beauty,1,500,500,5.0
239,239,Electronics,3,500,1500,5.0
24,24,Clothing,1,300,300,2.0
240,240,Beauty,1,300,300,2.0
241,241,Electronics,3,25,75,1.0
242,242,Clothing,1,25,25,3.0
243,243,Electronics,3,300,900,2.0
244,244,Beauty,2,50,100,3.0
245,245,Clothing,3,30,90,3.0
246,246,Electronics,2,25,50,3.0
247,247,Electronics,2,30,60,3.0
248,248,Clothing,3,300,900,4.0
249,249,Clothing,1,50,50,2.0
25,25,Beauty,1,50,50,4.0
250,250,Electronics,1,50,50,5.0
251,251,Beauty,4,50,200,1.0
252,252,Electronics,1,300,300,4.0
253,253,Clothing,4,500,2000,2.0
254,254,Electronics,1,500,500,3.0
255,255,Clothing,1,30,30,4.0
256,256,Clothing,2,500,1000,1.0
257,257,Beauty,4,500,2000,3.0
258,258,Clothing,1,50,50,2.0
259,259,Clothing,4,50,200,4.0
26,26,Electronics,2,500,1000,1.0
260,260,Beauty,2,30,60,3.0
261,261,Clothing,2,25,50,4.0
262,262,Beauty,4,30,120,3.0
263,263,Beauty,2,30,60,3.0
264,264,Clothing,3,300,900,3.0
265,265,Clothing,3,300,900,4.0
266,266,Electronics,2,30,60,5.0
267,267,Beauty,3,30,90,1.0
268,268,Electronics,1,30,30,4.0
269,269,Clothing,4,500,2000,2.0
27,27,Beauty,2,25,50,2.0
270,270,Electronics,1,300,300,1.0
271,271,Beauty,4,30,120,1.0
272,272,Electronics,2,50,100,3.0
273,273,Beauty,1,50,50,2.0
274,274,Clothing,2,500,1000,4.0
275,275,Clothing,2,500,1000,3.0
276,276,Beauty,4,25,100,2.0
277,277,Clothing,4,25,100,2.0
278,278,Clothing,4,25,100,1.0
279,279,Clothing,1,500,500,2.0
28,28,Beauty,1,500,500,1.0
280,280,Clothing,3,500,1500,5.0
281,281,Beauty,4,500,2000,2.0
282,282,Electronics,4,50,200,5.0
283,283,Electronics,1,500,500,3.0
284,284,Clothing,4,50,200,4.0
285,285,Electronics,1,25,25,4.0
286,286,Electronics,2,25,50,5.0
287,287,Clothing,4,25,100,1.0
288,288,Clothing,4,30,120,4.0
289,289,Electronics,2,30,60,2.0
29,29,Electronics,1,30,30,5.0
290,290,Beauty,2,300,600,4.0
291,291,Clothing,2,300,600,3.0
292,292,Beauty,4,300,1200,2.0
293,293,Electronics,3,30,90,3.0
294,294,Clothing,3,30,90,4.0
295,295,Beauty,3,300,900,1.0
296,296,Clothing,4,300,1200,2.0
297,297,Electronics,2,500,1000,3.0
298,298,Beauty,4,300,1200,5.0
299,299,Electronics,2,500,1000,3.0
3,3,Electronics,1,30,30,2.0
30,30,Beauty,3,300,900,1.0
300,300,Electronics,4,50,200,5.0
301,301,Clothing,4,30,120,5.0
302,302,Beauty,2,300,600,1.0
303,303,Electronics,3,30,90,5.0
304,304,Electronics,2,30,60,2.0
305,305,Beauty,1,30,30,4.0
306,306,Electronics,1,50,50,3.0
307,307,Electronics,2,25,50,2.0
308,308,Beauty,4,300,1200,5.0
309,309,Beauty,1,25,25,2.0
31,31,Electronics,4,300,1200,4.0
310,310,Beauty,1,25,25,2.0
311,311,Beauty,4,25,100,1.0
312,312,Clothing,4,30,120,5.0
313,313,Beauty,3,500,1500,2.0
314,314,Clothing,4,30,120,3.0
315,315,Clothing,2,30,60,1.0
316,316,Clothing,2,25,50,2.0
317,317,Electronics,3,30,90,3.0
318,318,Clothing,1,25,25,3.0
319,319,Clothing,1,500,500,5.0
32,32,Beauty,3,30,90,1.0
320,320,Electronics,4,300,1200,2.0
321,321,Electronics,2,25,50,5.0
322,322,Electronics,1,500,500,3.0
323,323,Beauty,3,300,900,2.0
324,324,Electronics,3,50,150,5.0
325,325,Electronics,2,25,50,5.0
326,326,Clothing,3,25,75,4.0
327,327,Electronics,3,50,150,1.0
328,328,Beauty,2,50,100,3.0
329,329,Electronics,4,25,100,3.0
33,33,Electronics,2,50,100,1.0
330,330,Beauty,4,50,200,5.0
331,331,Electronics,3,30,90,3.0
332,332,Electronics,4,300,1200,3.0
333,333,Electronics,4,300,1200,2.0
334,334,Electronics,3,300,900,4.0
335,335,Beauty,4,30,120,2.0
336,336,Beauty,3,50,150,2.0
337,337,Clothing,1,500,500,3.0
338,338,Beauty,2,50,100,3.0
339,339,Electronics,2,25,50,3.0
34,34,Clothing,3,50,150,5.0
340,340,Clothing,4,300,1200,2.0
341,341,Clothing,4,50,200,2.0
342,342,Clothing,4,500,2000,4.0
343,343,Electronics,2,25,50,5.0
344,344,Beauty,1,30,30,2.0
345,345,Electronics,1,30,30,3.0
346,346,Clothing,2,500,1000,2.0
347,347,Electronics,1,25,25,1.0
348,348,Electronics,2,300,600,2.0
349,349,Beauty,1,50,50,2.0
35,35,Beauty,3,300,900,5.0
350,350,Beauty,3,25,75,1.0
351,351,Clothing,3,30,90,4.0
352,352,Electronics,2,500,1000,2.0
353,353,Electronics,1,500,500,1.0
354,354,Beauty,4,50,200,1.0
355,355,Electronics,1,500,500,1.0
356,356,Electronics,3,500,1500,4.0
357,357,Electronics,3,25,75,1.0
358,358,Beauty,1,300,300,5.0
359,359,Clothing,1,50,50,3.0
36,36,Beauty,3,300,900,3.0
360,360,Clothing,4,25,100,5.0
361,361,Electronics,4,300,1200,2.0
362,362,Clothing,1,25,25,4.0
363,363,Beauty,1,25,25,4.0
364,364,Beauty,1,500,500,4.0
365,365,Clothing,1,300,300,2.0
366,366,Clothing,2,50,100,1.0
367,367,Electronics,1,50,50,2.0
368,368,Clothing,4,300,1200,1.0
369,369,Electronics,3,500,1500,1.0
37,37,Beauty,3,25,75,1.0
370,370,Electronics,2,30,60,5.0
371,371,Beauty,1,25,25,1.0
372,372,Beauty,3,500,1500,2.0
373,373,Beauty,2,300,600,1.0
374,374,Beauty,3,25,75,2.0
375,375,Clothing,1,50,50,4.0
376,376,Beauty,1,30,30,5.0
377,377,Clothing,4,50,200,1.0
378,378,Beauty,1,300,300,4.0
379,379,Clothing,1,25,25,4.0
38,38,Beauty,4,50,200,2.0
380,380,Electronics,2,300,600,2.0
381,381,Clothing,4,25,100,4.0
382,382,Clothing,2,500,1000,4.0
383,383,Beauty,3,30,90,1.0
384,384,Clothing,1,500,500,3.0
385,385,Electronics,3,500,1500,1.0
386,386,Electronics,2,300,600,3.0
387,387,Beauty,1,30,30,4.0
388,388,Electronics,1,25,25,3.0
389,389,Clothing,2,25,50,4.0
39,39,Clothing,4,30,120,5.0
390,390,Electronics,2,50,100,1.0
391,391,Beauty,2,25,50,2.0
392,392,Clothing,2,300,600,3.0
393,393,Beauty,2,500,1000,5.0
394,394,Clothing,1,500,500,2.0
395,395,Electronics,2,500,1000,3.0
396,396,Beauty,1,30,30,4.0
397,397,Beauty,1,25,25,4.0
398,398,Clothing,2,300,600,4.0
399,399,Beauty,2,30,60,4.0
4,4,Clothing,1,500,500,5.0
40,40,Beauty,1,50,50,5.0
400,400,Clothing,4,50,200,4.0
401,401,Clothing,1,300,300,1.0
402,402,Clothing,2,300,600,3.0
403,403,Clothing,2,300,600,2.0
404,404,Electronics,2,500,1000,3.0
405,405,Clothing,4,300,1200,3.0
406,406,Beauty,4,25,100,1.0
407,407,Electronics,3,300,900,1.0
408,408,Beauty,1,500,500,4.0
409,409,Electronics,3,300,900,4.0
41,41,Clothing,2,25,50,4.0
410,410,Clothing,2,50,100,3.0
411,411,Electronics,4,50,200,1.0
412,412,Electronics,4,500,2000,2.0
413,413,Beauty,3,25,75,3.0
414,414,Beauty,4,25,100,1.0
415,415,Clothing,2,30,60,3.0
416,416,Electronics,4,500,2000,1.0
417,417,Electronics,3,300,900,3.0
418,418,Electronics,2,500,1000,2.0
419,419,Clothing,3,30,90,1.0
42,42,Clothing,3,300,900,1.0
420,420,Clothing,4,500,2000,5.0
421,421,Clothing,3,500,1500,4.0
422,422,Clothing,3,30,90,1.0
423,423,Clothing,1,25,25,3.0
424,424,Beauty,4,300,1200,4.0
425,425,Electronics,4,30,120,3.0
426,426,Electronics,3,50,150,1.0
427,427,Electronics,1,25,25,3.0
428,428,Electronics,4,50,200,1.0
429,429,Electronics,2,25,50,1.0
43,43,Clothing,1,300,300,1.0
430,430,Electronics,3,300,900,4.0
431,431,Electronics,4,300,1200,1.0
432,432,Electronics,2,500,1000,2.0
433,433,Beauty,4,50,200,5.0
434,434,Electronics,2,25,50,2.0
435,435,Beauty,3,300,900,1.0
436,436,Clothing,4,30,120,5.0
437,437,Electronics,4,300,1200,3.0
438,438,Clothing,1,30,30,3.0
439,439,Clothing,3,25,75,2.0
44,44,Clothing,1,25,25,1.0
440,440,Clothing,2,300,600,4.0
441,441,Beauty,4,300,1200,5.0
442,442,Clothing,4,25,100,5.0
443,443,Clothing,2,300,600,4.0
444,444,Clothing,3,30,90,3.0
445,445,Electronics,1,300,300,1.0
446,446,Electronics,1,50,50,3.0
447,447,Beauty,4,500,2000,1.0
448,448,Beauty,2,30,60,3.0
449,449,Electronics,4,50,200,5.0
45,45,Electronics,1,30,30,4.0
450,450,Beauty,2,25,50,5.0
451,451,Electronics,1,30,30,1.0
452,452,Clothing,3,500,1500,3.0
453,453,Clothing,2,500,1000,1.0
454,454,Beauty,1,25,25,1.0
455,455,Electronics,4,25,100,3.0
456,456,Electronics,2,30,60,1.0
457,457,Beauty,3,300,900,1.0
458,458,Electronics,4,25,100,3.0
459,459,Clothing,4,300,1200,2.0
46,46,Electronics,4,300,1200,2.0
460,460,Beauty,1,50,50,2.0
461,461,Beauty,2,500,1000,4.0
462,462,Electronics,4,300,1200,2.0
463,463,Beauty,3,500,1500,3.0
464,464,Electronics,2,300,600,1.0
465,465,Electronics,3,50,150,3.0
466,466,Electronics,4,25,100,5.0
467,467,Electronics,3,50,150,3.0
468,468,Electronics,1,25,25,2.0
469,469,Beauty,3,25,75,4.0
47,47,Beauty,3,500,1500,2.0
470,470,Clothing,2,500,1000,1.0
471,471,Clothing,3,50,150,1.0
472,472,Beauty,3,300,900,2.0
473,473,Beauty,1,50,50,4.0
474,474,Clothing,3,500,1500,5.0
475,475,Clothing,3,25,75,4.0
476,476,Clothing,4,500,2000,4.0
477,477,Clothing,4,30,120,2.0
478,478,Clothing,2,30,60,4.0
479,479,Electronics,4,300,1200,1.0
48,48,Electronics,3,300,900,2.0
480,480,Beauty,4,500,2000,4.0
481,481,Electronics,4,300,1200,2.0
482,482,Clothing,4,300,1200,4.0
483,483,Clothing,1,30,30,4.0
484,484,Clothing,4,300,1200,1.0
485,485,Electronics,1,30,30,1.0
486,486,Electronics,1,25,25,2.0
487,487,Clothing,4,500,2000,3.0
488,488,Electronics,3,300,900,1.0
489,489,Electronics,1,30,30,2.0
49,49,Electronics,2,500,1000,3.0
490,490,Clothing,3,50,150,4.0
491,491,Electronics,3,300,900,1.0
492,492,Beauty,4,25,100,5.0
493,493,Beauty,2,25,50,2.0
494,494,Beauty,4,50,200,5.0
495,495,Beauty,2,30,60,1.0
496,496,Clothing,2,300,600,5.0
497,497,Clothing,4,30,120,3.0
498,498,Clothing,4,25,100,1.0
499,499,Beauty,2,30,60,4.0
5,5,Beauty,2,50,100,5.0
50,50,Beauty,3,25,75,4.0
500,500,Beauty,4,25,100,2.0
501,501,Electronics,2,30,60,5.0
502,502,Electronics,3,50,150,3.0
503,503,Beauty,4,500,2000,5.0
504,504,Beauty,3,50,150,1.0
505,505,Beauty,1,50,50,5.0
506,506,Beauty,3,500,1500,2.0
507,507,Electronics,3,500,1500,5.0
508,508,Beauty,2,300,600,5.0
509,509,Electronics,3,300,900,4.0
51,51,Beauty,3,25,75,4.0
510,510,Beauty,4,50,200,3.0
511,511,Beauty,2,50,100,5.0
512,512,Beauty,1,25,25,4.0
513,513,Electronics,4,25,100,5.0
514,514,Electronics,1,300,300,5.0
515,515,Clothing,3,300,900,3.0
516,516,Beauty,4,25,100,5.0
517,517,Clothing,4,25,100,3.0
518,518,Clothing,1,30,30,5.0
519,519,Electronics,4,30,120,3.0
52,52,Beauty,1,300,300,3.0
520,520,Electronics,4,25,100,5.0
521,521,Clothing,4,30,120,3.0
522,522,Beauty,3,500,1500,1.0
523,523,Electronics,1,300,300,5.0
524,524,Beauty,4,300,1200,4.0
525,525,Beauty,2,25,50,5.0
526,526,Clothing,2,50,100,5.0
527,527,Clothing,2,25,50,4.0
528,528,Clothing,2,30,60,5.0
529,529,Clothing,3,50,150,1.0
53,53,Electronics,2,50,100,1.0
530,530,Electronics,4,30,120,4.0
531,531,Electronics,1,500,500,4.0
532,532,Clothing,4,30,120,3.0
533,533,Electronics,3,500,1500,3.0
534,534,Clothing,2,500,1000,4.0
535,535,Beauty,3,30,90,4.0
536,536,Beauty,4,30,120,5.0
537,537,Beauty,1,500,500,1.0
538,538,Clothing,3,50,150,3.0
539,539,Beauty,1,500,500,2.0
54,54,Electronics,3,500,1500,2.0
540,540,Electronics,3,300,900,5.0
541,541,Beauty,1,500,500,5.0
542,542,Beauty,1,50,50,1.0
543,543,Beauty,2,300,600,3.0
544,544,Electronics,1,25,25,2.0
545,545,Clothing,2,25,50,3.0
546,546,Electronics,4,50,200,3.0
547,547,Clothing,4,500,2000,1.0
548,548,Clothing,2,30,60,5.0
549,549,Beauty,2,50,100,1.0
55,55,Beauty,4,30,120,5.0
550,550,Clothing,3,300,900,3.0
551,551,Electronics,3,300,900,2.0
552,552,Electronics,3,25,75,5.0
553,553,Clothing,4,300,1200,1.0
554,554,Beauty,3,50,150,4.0
555,555,Beauty,1,300,300,2.0
556,556,Electronics,1,50,50,4.0
557,557,Beauty,3,30,90,3.0
558,558,Clothing,1,25,25,2.0
559,559,Clothing,4,300,1200,2.0
56,56,Clothing,3,300,900,2.0
560,560,Electronics,1,50,50,5.0
561,561,Clothing,4,500,2000,3.0
562,562,Electronics,2,25,50,1.0
563,563,Clothing,2,30,60,2.0
564,564,Electronics,2,50,100,1.0
565,565,Beauty,2,30,60,3.0
566,566,Clothing,1,30,30,3.0
567,567,Clothing,3,300,900,4.0
568,568,Electronics,1,300,300,1.0
569,569,Electronics,4,50,200,1.0
57,57,Beauty,1,30,30,4.0
570,570,Clothing,1,500,500,5.0
571,571,Electronics,1,50,50,3.0
572,572,Clothing,4,500,2000,3.0
573,573,Beauty,2,30,60,3.0
574,574,Electronics,2,25,50,3.0
575,575,Clothing,2,50,100,5.0
576,576,Beauty,3,50,150,4.0
577,577,Beauty,4,500,2000,3.0
578,578,Clothing,4,30,120,2.0
579,579,Electronics,1,30,30,4.0
58,58,Clothing,4,300,1200,3.0
580,580,Clothing,3,500,1500,5.0
581,581,Beauty,2,30,60,4.0
582,582,Clothing,3,300,900,4.0
583,583,Electronics,4,25,100,5.0
584,584,Beauty,4,50,200,2.0
585,585,Clothing,1,25,25,3.0
586,586,Electronics,1,50,50,2.0
587,587,Beauty,4,300,1200,3.0
588,588,Electronics,2,30,60,5.0
589,589,Beauty,2,500,1000,1.0
59,59,Clothing,1,50,50,3.0
590,590,Clothing,3,300,900,5.0
591,591,Electronics,4,25,100,4.0
592,592,Beauty,4,500,2000,3.0
593,593,Electronics,2,30,60,5.0
594,594,Electronics,2,300,600,2.0
595,595,Clothing,4,500,2000,1.0
596,596,Electronics,1,300,300,2.0
597,597,Beauty,4,300,1200,2.0
598,598,Beauty,4,30,120,4.0
599,599,Beauty,2,50,100,3.0
6,6,Beauty,1,30,30,4.0
60,60,Beauty,3,50,150,4.0
600,600,Beauty,2,500,1000,3.0
601,601,Clothing,1,30,30,5.0
602,602,Electronics,1,300,300,4.0
603,603,Clothing,3,30,90,5.0
604,604,Electronics,4,50,200,3.0
605,605,Electronics,2,500,1000,4.0
606,606,Electronics,1,50,50,3.0
607,607,Clothing,3,25,75,4.0
608,608,Electronics,3,500,1500,1.0
609,609,Clothing,2,50,100,1.0
61,61,Beauty,4,50,200,4.0
610,610,Beauty,2,300,600,3.0
611,611,Beauty,3,500,1500,4.0
612,612,Electronics,1,500,500,5.0
613,613,Clothing,3,30,90,1.0
614,614,Beauty,4,300,1200,5.0
615,615,Clothing,4,25,100,1.0
616,616,Clothing,2,50,100,3.0
617,617,Electronics,1,30,30,5.0
618,618,Beauty,1,50,50,4.0
619,619,Electronics,4,25,100,1.0
62,62,Beauty,2,50,100,3.0
620,620,Electronics,3,25,75,4.0
621,621,Beauty,2,500,1000,2.0
622,622,Beauty,3,25,75,5.0
623,623,Clothing,3,50,150,1.0
624,624,Beauty,3,300,900,4.0
625,625,Clothing,1,300,300,3.0
626,626,Clothing,4,500,2000,2.0
627,627,Clothing,1,50,50,2.0
628,628,Beauty,4,50,200,4.0
629,629,Electronics,2,25,50,5.0
63,63,Electronics,2,25,50,4.0
630,630,Clothing,2,50,100,3.0
631,631,Electronics,3,30,90,4.0
632,632,Electronics,4,25,100,4.0
633,633,Beauty,4,30,120,4.0
634,634,Electronics,4,500,2000,4.0
635,635,Electronics,3,300,900,4.0
636,636,Beauty,3,500,1500,4.0
637,637,Clothing,2,300,600,3.0
638,638,Electronics,1,500,500,3.0
639,639,Beauty,4,50,200,4.0
64,64,Clothing,4,25,100,2.0
640,640,Electronics,4,30,120,3.0
641,641,Electronics,1,300,300,1.0
642,642,Clothing,4,25,100,1.0
643,643,Electronics,3,30,90,2.0
644,644,Beauty,3,25,75,1.0
645,645,Electronics,4,30,120,2.0
646,646,Clothing,3,30,90,3.0
647,647,Clothing,3,500,1500,4.0
648,648,Beauty,4,300,1200,4.0
649,649,Clothing,2,300,600,1.0
65,65,Electronics,4,500,2000,3.0
650,650,Electronics,1,30,30,3.0
651,651,Clothing,3,50,150,5.0
652,652,Beauty,2,50,100,4.0
653,653,Clothing,3,25,75,3.0
654,654,Clothing,3,25,75,4.0
655,655,Clothing,1,500,500,1.0
656,656,Beauty,3,30,90,5.0
657,657,Clothing,1,25,25,4.0
658,658,Clothing,1,25,25,3.0
659,659,Electronics,1,30,30,2.0
66,66,Electronics,1,30,30,3.0
660,660,Beauty,2,500,1000,4.0
661,661,Clothing,4,25,100,2.0
662,662,Beauty,2,500,1000,3.0
663,663,Clothing,4,300,1200,4.0
664,664,Clothing,4,500,2000,5.0
665,665,Clothing,1,50,50,1.0
666,666,Electronics,3,50,150,1.0
667,667,Electronics,1,500,500,3.0
668,668,Electronics,3,50,150,5.0
669,669,Beauty,4,300,1200,5.0
67,67,Beauty,4,300,1200,5.0
670,670,Beauty,1,30,30,1.0
671,671,Electronics,3,50,150,2.0
672,672,Beauty,2,50,100,3.0
673,673,Clothing,3,500,1500,5.0
674,674,Clothing,1,300,300,4.0
675,675,Clothing,2,30,60,3.0
676,676,Electronics,3,500,1500,1.0
677,677,Beauty,3,500,1500,4.0
678,678,Electronics,3,300,900,3.0
679,679,Beauty,3,30,90,3.0
68,68,Electronics,1,300,300,2.0
680,680,Clothing,3,300,900,2.0
681,681,Electronics,2,30,60,4.0
682,682,Beauty,4,300,1200,1.0
683,683,Beauty,2,500,1000,3.0
684,684,Clothing,2,500,1000,2.0
685,685,Electronics,2,25,50,1.0
686,686,Electronics,4,50,200,4.0
687,687,Electronics,1,300,300,1.0
688,688,Clothing,4,25,100,4.0
689,689,Electronics,2,50,100,1.0
69,69,Beauty,3,25,75,2.0
690,690,Clothing,3,300,900,4.0
691,691,Clothing,3,30,90,3.0
692,692,Clothing,2,50,100,4.0
693,693,Beauty,3,500,1500,1.0
694,694,Electronics,2,25,50,5.0
695,695,Electronics,3,50,150,1.0
696,696,Clothing,4,50,200,1.0
697,697,Clothing,1,500,500,1.0
698,698,Electronics,1,300,300,5.0
699,699,Clothing,4,30,120,1.0
7,7,Clothing,2,25,50,1.0
70,70,Clothing,1,300,300,1.0
700,700,Electronics,4,500,2000,1.0
701,701,Beauty,2,30,60,3.0
702,702,Clothing,2,300,600,2.0
703,703,Electronics,2,50,100,5.0
704,704,Clothing,3,30,90,5.0
705,705,Electronics,2,25,50,1.0
706,706,Electronics,4,25,100,5.0
707,707,Clothing,1,500,500,5.0
708,708,Beauty,3,300,900,4.0
709,709,Electronics,2,500,1000,2.0
71,71,Beauty,4,25,100,5.0
710,710,Electronics,3,500,1500,5.0
711,711,Electronics,3,500,1500,2.0
712,712,Beauty,2,25,50,5.0
713,713,Beauty,3,25,75,3.0
714,714,Clothing,1,500,500,2.0
715,715,Beauty,4,25,100,4.0
716,716,Clothing,4,300,1200,5.0
717,717,Clothing,1,500,500,1.0
718,718,Beauty,3,25,75,5.0
719,719,Clothing,2,30,60,5.0
72,72,Electronics,4,500,2000,4.0
720,720,Beauty,3,500,1500,5.0
721,721,Clothing,1,500,500,2.0
722,722,Beauty,3,300,900,5.0
723,723,Beauty,4,50,200,2.0
724,724,Clothing,3,50,150,4.0
725,725,Electronics,1,300,300,3.0
726,726,Clothing,4,300,1200,3.0
727,727,Beauty,3,300,900,3.0
728,728,Electronics,3,50,150,5.0
729,729,Clothing,4,300,1200,2.0
73,73,Electronics,3,30,90,3.0
730,730,Clothing,2,25,50,3.0
731,731,Clothing,4,500,2000,4.0
732,732,Electronics,2,500,1000,3.0
733,733,Beauty,1,30,30,5.0
734,734,Clothing,1,30,30,1.0
735,735,Clothing,4,500,2000,3.0
736,736,Clothing,4,25,100,5.0
737,737,Clothing,1,50,50,5.0
738,738,Clothing,2,50,100,1.0
739,739,Beauty,1,25,25,3.0
74,74,Beauty,4,500,2000,5.0
740,740,Beauty,4,50,200,3.0
741,741,Clothing,1,300,300,4.0
742,742,Electronics,4,500,2000,5.0
743,743,Beauty,4,500,2000,3.0
744,744,Electronics,1,25,25,3.0
745,745,Beauty,2,50,100,2.0
746,746,Clothing,3,30,90,1.0
747,747,Beauty,1,30,30,4.0
748,748,Clothing,3,50,150,1.0
749,749,Beauty,1,30,30,2.0
75,75,Beauty,4,50,200,1.0
