id,age,gender,annual_income,family_size,total_spent,average_spend,loyalty_rating,num_purchases,num_returns,is_churn,basket_size_multiplier,price_sensitivity,impulsivity
57,46,Male,18.27239899539818,5,0.0,0.0,55.00000000000001,1,0,False,1.0,0.5,0.35
58,41,Female,76.83389300029009,3,0.0,0.0,55.00000000000001,1,0,False,1.0,0.5,0.35
59,29,Female,21.788365154553034,2,0.0,0.0,55.00000000000001,1,0,False,1.0,0.5,0.35
60,54,Female,26.00899629159802,4,0.0,0.0,50.0,0,0,False,1.0,0.5,0.35
61,34,Female,60.976309888111686,4,0.0,0.0,55.00000000000001,1,0,False,1.0,0.5,0.35
62,51,Female,10.525424579709492,2,0.0,0.0,55.00000000000001,1,0,False,1.0,0.5,0.35
63,30,Female,14.261258889431279,3,0.0,0.0,50.0,0,0,False,1.0,0.5,0.35
64,31,Female,33.184238882528746,4,0.0,0.0,50.0,0,0,False,1.0,0.5,0.35
65,45,Male,31.12789248709137,1,0.0,0.0,55.00000000000001,1,0,False,1.0,0.5,0.35
66,22,Male,40.185522281257256,3,0.0,0.0,55.00000000000001,1,0,False,1.0,0.5,0.35
67,39,Male,25.274985755459603,3,0.0,0.0,50.0,0,0,False,1.0,0.5,0.35
68,43,Male,41.361109877868316,1,0.0,0.0,55.00000000000001,1,0,False,1.0,0.5,0.35
69,41,Male,12.501013958803524,1,0.0,0.0,50.0,0,0,False,1.0,0.5,0.35
70,30,Female,21.350473152502847,10,0.0,0.0,50.0,0,0,False,1.0,0.5,0.35
71,48,Male,34.47479066691205,1,0.0,0.0,50.0,0,0,False,1.0,0.5,0.35
72,49,Male,18.794634400861447,3,0.0,0.0,55.00000000000001,1,0,False,1.0,0.5,0.35
73,47,Female,75.02969451198595,3,0.0,0.0,50.0,0,0,False,1.0,0.5,0.35
74,41,Male,25.72807255984488,3,0.0,0.0,50.0,0,0,False,1.0,0.5,0.35
75,26,Male,61.70173279765926,3,0.0,0.0,55.00000000000001,1,0,False,1.0,0.5,0.35
76,38,Female,56.511213151941156,3,0.0,0.0,55.00000000000001,1,0,False,1.0,0.5,0.35
77,24,Female,29.629799892567934,2,0.0,0.0,55.00000000000001,1,0,False,1.0,0.5,0.35
78,33,Male,94.99377552291347,2,0.0,0.0,55.00000000000001,1,0,False,1.0,0.5,0.35
79,12,Female,19.30594973081219,3,0.0,0.0,55.00000000000001,1,0,False,1.0,0.5,0.35
80,24,Female,35.10874483589695,4,0.0,0.0,50.0,0,0,False,1.0,0.5,0.35
81,32,Male,48.87286768868911,4,0.0,0.0,55.00000000000001,1,0,False,1.0,0.5,0.35
82,44,Female,36.080925417310404,3,0.0,0.0,50.0,0,0,False,1.0,0.5,0.35
83,36,Male,28.51761620511283,4,0.0,0.0,50.0,0,0,False,1.0,0.5,0.35
84,43,Female,14.44693014298097,2,0.0,0.0,50.0,0,0,False,1.0,0.5,0.35
85,35,Female,21.653781936044428,1,0.0,0.0,50.0,0,0,False,1.0,0.5,0.35
86,57,Female,36.26564759499175,2,0.0,0.0,50.0,0,0,False,1.0,0.5,0.35
87,30,Female,22.1639906443923,2,0.0,0.0,50.0,0,0,False,1.0,0.5,0.35
88,46,Male,105.43849791201491,2,0.0,0.0,50.0,0,0,False,1.0,0.5,0.35
89,55,Female,24.20437980854482,3,0.0,0.0,50.0,0,0,False,1.0,0.5,0.35
90,29,Female,14.301495540415157,5,0.0,0.0,50.0,0,0,False,1.0,0.5,0.35
91,15,Female,52.47417861630218,6,0.0,0.0,55.00000000000001,1,0,False,1.0,0.5,0.35
92,41,Female,46.976463713521326,7,0.0,0.0,55.00000000000001,1,0,False,1.0,0.5,0.35
93,38,Male,102.98810270853915,4,0.0,0.0,50.0,0,0,False,1.0,0.5,0.35
94,21,Male,19.82103434783961,1,0.0,0.0,55.00000000000001,1,0,False,1.0,0.5,0.35
95,39,Female,46.57946498440783,2,0.0,0.0,50.0,0,0,False,1.0,0.5,0.35
96,44,Female,17.42960846816291,5,0.0,0.0,50.0,0,0,False,1.0,0.5,0.35
97,38,Female,28.564286309588134,5,0.0,0.0,50.0,0,0,False,1.0,0.5,0.35
98,50,Male,21.5663660349329,5,0.0,0.0,50.0,0,0,False,1.0,0.5,0.35
99,27,Female,26.080091529981207,1,0.0,0.0,50.0,0,0,False,1.0,0.5,0.35
100,41,Male,19.657716811319233,3,0.0,0.0,50.0,0,0,False,1.0,0.5,0.35
101,40,Male,18.93506889091655,5,0.0,0.0,50.0,0,0,False,1.0,0.5,0.35
102,35,Male,58.962576983495445,2,0.0,0.0,50.0,0,0,False,1.0,0.5,0.35
103,36,Male,32.901994719471396,3,0.0,0.0,55.00000000000001,1,0,False,1.0,0.5,0.35
104,44,Female,40.71701372486989,4,0.0,0.0,50.0,0,0,False,1.0,0.5,0.35
105,37,Male,35.53452196892584,3,0.0,0.0,50.0,0,0,False,1.0,0.5,0.35
106,34,Male,21.19473637057212,2,0.0,0.0,50.0,0,0,False,1.0,0.5,0.35
107,44,Male,40.57110372685587,5,0.0,0.0,50.0,0,0,False,1.0,0.5,0.35
108,45,Male,114.95502786917771,3,0.0,0.0,50.0,0,0,False,1.0,0.5,0.35
109,57,Female,11.54070934940648,4,0.0,0.0,50.0,0,0,False,1.0,0.5,0.35
110,27,Female,31.470973869956026,1,0.0,0.0,50.0,0,0,False,1.0,0.5,0.35
111,62,Male,41.348189833024215,2,0.0,0.0,50.0,0,0,False,1.0,0.5,0.35
112,22,Female,18.571752354268742,5,0.0,0.0,50.0,0,0,False,1.0,0.5,0.35
113,33,Female,58.14479356164546,5,0.0,0.0,50.0,0,0,False,1.0,0.5,0.35
114,36,Female,66.6957607864867,3,0.0,0.0,50.0,0,0,False,1.0,0.5,0.35
115,49,Female,16.53202724321765,5,0.0,0.0,50.0,0,0,False,1.0,0.5,0.35
116,48,Female,20.437967109670236,5,0.0,0.0,50.0,0,0,False,1.0,0.5,0.35
117,38,Female,10.246187088758067,1,0.0,0.0,50.0,0,0,False,1.0,0.5,0.35
118,40,Male,51.34051618192913,2,0.0,0.0,50.0,0,0,False,1.0,0.5,0.35
119,23,Female,19.176577523749987,6,0.0,0.0,50.0,0,0,False,1.0,0.5,0.35
120,48,Male,74.28853418310834,9,0.0,0.0,50.0,0,0,False,1.0,0.5,0.35
